"Product ID","Category","Description","Brand","Price","Color","Size","Material"
"458","Blouse","Sleeveless Blouse","TUV","$45","White","M","Polyester"
"459","Cardigan","Knit Cardigan","WXY","$35","Grey","L","Acrylic"
"460","Leggings","Mesh Leggings","ZAB","$30","Black","M","Spandex"
"461","T-shirt","Slogan Tee","XYZ","$20","Grey","XL","Cotton"
"462","Jeans","Flare Jeans","ABC","$65","Medium Blue","32*32","Denim"
"463","Scarf","Oversized Scarf","LMN","$28","Black","One","Acrylic"
"464","Shirt","Camp Collar Shirt","DEF","$42","Blue","L","Cotton"
"465","Dress","Bodycon Mini Dress","GHI","$40","Navy","S","Polyester"
"466","Sneakers","Fashion Sneakers","JK","$55","White","US 9.5","Canvas"
"467","Shorts","Denim Bermuda Shorts","MNO","$30","Blue","34","Denim"
"468","Hoodie","Zip Hoodie","PQR","$55","Charcoal","XL","Fleece"
"469","Hat","Flat Brim Hat","STU","$25","Black","One","Polyester"
"470","Running Shoes","Lightweight Running Shoes","VWX","$80","Black","US 10.5","Mesh"
"471","T-shirt","Basic Tee","YZA","$18","White","L","Cotton"
"472","Ripped Jeans","Ripped Bootcut Jeans","BCD","$70","Light Blue","32*34","Denim"
"473","Boots","Combat Boots","EFG","$130","Black","US 10","Leather"
"474","Leather Jacket","Leather Moto Jacket","HIJ","$190","Black","XL","Leather"
"475","Bucket Hat","Fisherman's Hat","KLM","$20","Khaki","One Size","Cotton"
"476","Sunglasses","Round Frame Sunglasses","NOP","$35","Brown","One Size","Plastic"
"477","Wrap Dress","Floral Wrap Dress","QRS","$65","Blue","S","Polyester"
"478","Blouse","Sleeveless Blouse","TUV","$45","White","M","Polyester"
"479","Cardigan","Knit Cardigan","WXY","$35","Grey","L","Acrylic"
"480","Leggings","Mesh Leggings","ZAB","$30","Black","M","Spandex"
"481","T-shirt","Slogan Tee","XYZ","$20","Grey","XL","Cotton"
"482","Jeans","Flare Jeans","ABC","$65","Medium Blue","32*32","Denim"
"483","Scarf","Oversized Scarf","LMN","$28","Black","One","Acrylic"
"484","Shirt","Camp Collar Shirt","DEF","$42","Blue","L","Cotton"
"485","Dress","Bodycon Mini Dress","GHI","$40","Navy","S","Polyester"
"486","Sneakers","Fashion Sneakers","JK","$55","White","US 9.5","Canvas"
"487","Shorts","Denim Bermuda Shorts","MNO","$30","Blue","34","Denim"
"488","Hoodie","Zip Hoodie","PQR","$55","Charcoal","XL","Fleece"
"489","Hat","Flat Brim Hat","STU","$25","Black","One","Polyester"
"490","Running Shoes","Lightweight Running Shoes","VWX","$80","Black","US 10.5","Mesh"
"491","T-shirt","Basic Tee","YZA","$18","White","L","Cotton"
"492","Ripped Jeans","Ripped Bootcut Jeans","BCD","$70","Light Blue","32*34","Denim"
"493","Boots","Combat Boots","EFG","$130","Black","US 10","Leather"
"494","Leather Jacket","Leather Moto Jacket","HIJ","$190","Black","XL","Leather"
"495","Bucket Hat","Fisherman's Hat","KLM","$20","Khaki","One Size","Cotton"
"496","Sunglasses","Round Frame Sunglasses","NOP","$35","Brown","One Size","Plastic"
"497","Wrap Dress","Floral Wrap Dress","QRS","$65","Blue","S","Polyester"
"498","Blouse","Sleeveless Blouse","TUV","$45","White","M","Polyester"
"499","Cardigan","Knit Cardigan","WXY","$35","Grey","L","Acrylic"
"500","Leggings","Mesh Leggings","ZAB","$30","Black","M","Spandex"
